country,city,pm10,Year,pm25,population,color_pm25,color_pm10,avg_income
Chile,Salamanca,19.4098,2016,9.464706085,11613,green,green,High income
Chile,San Fernando,44.6559,2016,21.77533867,49519,orange,darkred,High income
Chile,Santiago,66.8264,2016,28.6471,6507400,darkorange,orange,High income
Chile,Talagante,50.7637915,2016,24.7537,6507400,orange,orange,High income
Chile,Talca,50.08505,2016,24.12115,221100,orange,orange,High income
Chile,Talcahuano,55.6321,2016,27.12760953,161692,darkorange,orange,High income
Chile,Temuco,51.52155,2016,35.1756,361620,red,orange,High income
Chile,Tome,37.2175,2016,16.333,43500,orange,darkred,High income
Chile,Valdivia,66.6288,2016,40.9424,152600,red,orange,High income
Chile,Valpara<U+00ed>So,31.19896684,2016,15.2134,906967,orange,darkred,High income
Chile,Vina Del Mar,41.6507,2016,20.2042,286931,orange,darkred,High income
China,Anqing,71,2016,54,639802,darkred,red,Upper middle income
China,Anshun,38,2016,27,408714,darkorange,darkred,Upper middle income
China,Anyang,155,2016,86,1140285,darkred,darkred,Upper middle income
China,Baicheng,75,2016,48,309588,red,red,Upper middle income
China,Baishan,81,2016,50,636747,red,red,Upper middle income
China,Baiyin,95,2016,39,381793,red,red,Upper middle income
China,Baoding,147,2016,93,1105986,darkred,darkred,Upper middle income
China,Baoji,111,2016,59,1000502,darkred,darkred,Upper middle income
China,Baotou,105,2016,47,1957044,red,darkred,Upper middle income
China,Beijing,92,2016,73,20383994,darkred,red,Upper middle income
China,Benxi,74,2016,45,1070300,red,red,Upper middle income
China,Bijie,44,2016,30,513757,darkorange,darkred,Upper middle income
China,Binzhou,123,2016,70,692548,darkred,darkred,Upper middle income
China,Bozhou,83,2016,58,587730,darkred,red,Upper middle income
China,Cangzhou,147.402027,2016,69,526781,darkred,darkred,Upper middle income
China,Changchun,78,2016,46,3762390,red,red,Upper middle income
China,Changde,80,2016,56,713779,darkred,red,Upper middle income
China,Changsha,73,2016,53,3761018,darkred,red,Upper middle income
China,Changzhou,81,2016,49,2584418,red,red,Upper middle income
China,Chaozhou,51.2,2016,33.4,1332938,darkorange,orange,Upper middle income
China,Chengde,81,2016,40,682999,red,red,Upper middle income
China,Chengdu,105,2016,63,7555705,darkred,darkred,Upper middle income
China,Chenzhou,70,2016,41,740477,red,orange,Upper middle income
China,Chifeng,76,2016,37,1018266,red,red,Upper middle income
China,Chizhou,66,2016,30.89509752,363278,darkorange,orange,Upper middle income
China,Chongqing,77,2016,54,13331579,darkred,red,Upper middle income
China,Chuxiong,35,2016,22,404152,orange,darkred,Upper middle income
China,Chuzhou,77,2016,59,449419,darkred,red,Upper middle income
China,Dalian,67,2016,39,4489380,red,orange,Upper middle income
China,Dandong,71,2016,42,820947,red,red,Upper middle income
China,Dazhou,86,2016,56,567860,darkred,red,Upper middle income
China,Deyang,91,2016,55,628815,darkred,red,Upper middle income
China,Dezhou,141,2016,81,596436,darkred,darkred,Upper middle income
China,Dingxi,75,2016,36,158062,red,red,Upper middle income
China,Dongguan,49,2016,35,7434935,darkorange,darkred,Upper middle income
China,Enshi,69,2016,48,428327,red,orange,Upper middle income
China,Erdos,63,2016,24,240277.5,orange,orange,Upper middle income
China,Ezhou,100,2016,60,634500,darkred,red,Upper middle income
China,Fangchenggang,45,2016,29,339284,darkorange,darkred,Upper middle income
China,Foshan,55,2016,38,7035945,red,orange,Upper middle income
China,Fushun,78,2016,44,1298344,red,red,Upper middle income
China,Fuxin,83,2016,38.85292567,789748,red,red,Upper middle income
China,Fuzhou,50,2016,27,3282932,darkorange,darkred,Upper middle income
China,Gannan,70,2016,38,102716,red,orange,Upper middle income
China,Ganzhou,68,2016,45,801667,red,orange,Upper middle income
China,Guangan,78,2016,46,388594,red,red,Upper middle income
China,Guangyuan,69.6,2016,27.9,449702,darkorange,orange,Upper middle income
China,Guangzhou,56,2016,36,12458130,red,orange,Upper middle income
China,Guigang,55,2016,38,760624,red,orange,Upper middle income
China,Guilin,64,2016,47,1039864,red,orange,Upper middle income
China,Guiyang,63,2016,37,2870895,red,orange,Upper middle income
China,Guoluo,72,2016,37,181682,red,red,Upper middle income
China,Haibei,76,2016,32,54493,darkorange,red,Upper middle income
China,Haidong,114,2016,46,21274,red,darkred,Upper middle income
China,Haikou,39,2016,21,1903037,orange,darkred,Upper middle income
China,Hainan,69,2016,31,19928,darkorange,orange,Upper middle income
China,Haixi,65,2016,27,4392,darkorange,orange,Upper middle income
China,Handan,175.1734234,2016,82,1634008,darkred,darkred,Upper middle income
China,Hangzhou,104.6768018,2016,49,6390637,red,darkred,Upper middle income
China,Harbin,74,2016,52,5457414,darkred,red,Upper middle income
China,Hebi,128,2016,73,518491,darkred,darkred,Upper middle income
China,Hechi,55,2016,34,197858,darkorange,orange,Upper middle income
China,Hefei,83,2016,57,3347591,darkred,red,Upper middle income
China,Hengshui,143,2016,87,478365,darkred,darkred,Upper middle income
China,Hengyang,76,2016,52,1301250,darkred,red,Upper middle income
China,Heyuan,46,2016,32,483488,darkorange,darkred,Upper middle income
China,Heze,143,2016,82,575447,darkred,darkred,Upper middle income
China,Hohhot,87.58671171,2016,41,1784685,red,red,Upper middle income
China,Hong Kong,34.5,2016,22.85714286,7313557,orange,darkred,Upper middle income
China,Huaian,92,2016,53,2000195,darkred,red,Upper middle income
China,Huaibei,87,2016,40.72535582,980720,red,red,Upper middle income
China,Huaihua,79,2016,42,590382,red,red,Upper middle income
China,Huainan,85,2016,56,1327431,darkred,red,Upper middle income
China,Huanggang,75,2016,51,267860,darkred,red,Upper middle income
China,Huangnan,86,2016,45,3509,red,red,Upper middle income
China,Huangshan,45,2016,28,335883,darkorange,darkred,Upper middle income
China,Huangshi,89,2016,57,752808,darkred,red,Upper middle income
China,Huizhou,45,2016,27,2312397,darkorange,darkred,Upper middle income
China,Huludao,87,2016,47,703947,red,red,Upper middle income
China,Huzhou,100.4042793,2016,47,854029,red,darkred,Upper middle income
China,Jiangmen,55,2016,34,1572383,darkorange,orange,Upper middle income
China,Jiaozuo,142,2016,85,731741,darkred,darkred,Upper middle income
China,Jiaxing,93.9954955,2016,44,970230,red,red,Upper middle income
China,Jiayuguan,98,2016,33,216362,darkorange,red,Upper middle income
China,Jieyang,60,2016,39,908570,red,orange,Upper middle income
China,Jilin,69,2016,42,1520496,red,orange,Upper middle income
China,Jinan,141,2016,73,4032150,darkred,darkred,Upper middle income
China,Jinchang,104,2016,32,195409,darkorange,darkred,Upper middle income
China,Jincheng,111,2016,62,586233,darkred,darkred,Upper middle income
China,Jingmen,99,2016,58,438532,darkred,red,Upper middle income
China,Jingzhou,100,2016,60,963971,darkred,red,Upper middle income
China,Jinhua,98.26801802,2016,46,970089,red,red,Upper middle income
China,Jinzhong,109,2016,62,512183,darkred,darkred,Upper middle income
China,Jinzhou,81,2016,55,1034924,darkred,red,Upper middle income
China,Jiujiang,74,2016,50,682276,red,red,Upper middle income
China,Jixi,53,2016,28,889816,darkorange,orange,Upper middle income
China,Kaifeng,122,2016,72,804351,darkred,darkred,Upper middle income
China,Karamay,55,2016,30,232441,darkorange,orange,Upper middle income
China,Kunming,55,2016,28,3779558,darkorange,orange,Upper middle income
China,Laiwu,127,2016,73,773419,darkred,darkred,Upper middle income
China,Langfang,112,2016,66,621722,darkred,darkred,Upper middle income
China,Lanzhou,132,2016,54,2723114,darkred,darkred,Upper middle income
China,Leshan,92.9,2016,63.3,811591,darkred,red,Upper middle income
China,Lianyungang,87,2016,46,1099332,red,red,Upper middle income
China,Liaocheng,151,2016,86,677419,darkred,darkred,Upper middle income
China,Liaoyang,83,2016,47,788880,red,red,Upper middle income
China,Liaoyuan,63,2016,46,376235,red,orange,Upper middle income
China,Lincang,43.5,2016,28,142095,darkorange,darkred,Upper middle income
China,Linfen,158.0833333,2016,74,698523,darkred,darkred,Upper middle income
China,Lishui,70.49662162,2016,33,351506,darkorange,red,Upper middle income
China,Liupanshui,68,2016,39,809436,red,orange,Upper middle income
China,Liuzhou,66,2016,44,1619165,red,orange,Upper middle income
China,Longyan,44,2016,24,485941,orange,darkred,Upper middle income
China,Loudi,71,2016,46,520033,red,red,Upper middle income
China,Luan,73,2016,46,661217,red,red,Upper middle income
China,Luohe,130,2016,77,772468,darkred,darkred,Upper middle income
China,Luoyang,130,2016,79,2014999,darkred,darkred,Upper middle income
China,Luzhou,86.8,2016,64,778005,darkred,red,Upper middle income
China,Maanshan,75,2016,49,858274,red,red,Upper middle income
China,Maoming,47,2016,30,608880,darkorange,darkred,Upper middle income
China,Meizhou,46,2016,28,373373,darkorange,darkred,Upper middle income
China,Mianyang,78,2016,49,1064818,red,red,Upper middle income
China,Mudanjiang,68,2016,37,850834,red,orange,Upper middle income
China,Nanchang,91.85923423,2016,43,2526814,red,red,Upper middle income
China,Nanjing,85.2,2016,47.9,7369157,red,red,Upper middle income
China,Nanning,62,2016,36,3234379,red,orange,Upper middle income
China,Nanping,37,2016,25,301370,orange,darkred,Upper middle income
China,Nantong,70,2016,46,1978255,red,orange,Upper middle income
China,Nanyang,119,2016,63,1011389,darkred,darkred,Upper middle income
China,Neijiang,76,2016,54,612687,darkred,red,Upper middle income
China,Ningbo,62,2016,39,3131921,red,orange,Upper middle income
China,Ningde,46,2016,27,252497,darkorange,darkred,Upper middle income
China,Panjin,67,2016,40,692622,red,orange,Upper middle income
China,Panzhihua,65,2016,32,664958,darkorange,orange,Upper middle income
China,Pingdingshan,125,2016,75,995333,darkred,darkred,Upper middle income
China,Pingliang,80,2016,41,248421,red,red,Upper middle income
China,Putian,43,2016,29,1437548,darkorange,darkred,Upper middle income
China,Puyang,137,2016,69,523136,darkred,darkred,Upper middle income
China,Qiandongnan,45,2016,28,3507400,darkorange,darkred,Upper middle income
China,Qingdao,85,2016,45,4565549,red,red,Upper middle income
China,Qingyuan,52,2016,36,692533,red,orange,Upper middle income
China,Qinhuangdao,87,2016,46,1109249,red,red,Upper middle income
China,Qinzhou,79.04166667,2016,37,557482,red,red,Upper middle income
China,Qiqihar,61,2016,36,1451529,red,orange,Upper middle income
China,Quanzhou,48,2016,28,1395334,darkorange,darkred,Upper middle income
China,Quzhou,91.85923423,2016,43,559555,red,red,Upper middle income
China,Rizhao,101,2016,55,1062340,darkred,darkred,Upper middle income
China,Sanmenxia,127,2016,66,311072,darkred,darkred,Upper middle income
China,Sanming,46,2016,26,348220,darkorange,darkred,Upper middle income
China,Sanya,28,2016,14,540522,yellow,yellow,Upper middle income
China,Shanghai,59,2016,45,23740778,red,orange,Upper middle income
China,Shangluo,72,2016,39,156781,red,red,Upper middle income
China,Shangqiu,127,2016,77,709893,darkred,darkred,Upper middle income
China,Shangrao,70,2016,41,361788,red,orange,Upper middle income
China,Shantou,48,2016,30,3948813,darkorange,darkred,Upper middle income
China,Shanwei,38,2016,24,396952,orange,darkred,Upper middle income
China,Shaoguan,51,2016,33,740723,darkorange,orange,Upper middle income
China,Shaoxing,68,2016,45,2075769,red,orange,Upper middle income
China,Shaoyang,77,2016,54,636324,darkred,red,Upper middle income
China,Shenyang,94,2016,54,6315470,darkred,red,Upper middle income
China,Shenzhen,42,2016,27,10749473,darkorange,darkred,Upper middle income
China,Shiyan,81,2016,51,830719,darkred,red,Upper middle income
China,Shizuishan,114,2016,47,452880,red,darkred,Upper middle income
China,Shuangyashan,55,2016,34,490504,darkorange,orange,Upper middle income
China,Siping,77,2016,46,547220,red,red,Upper middle income
China,Songyuan,69,2016,35,486314,darkorange,orange,Upper middle income
China,Suining,68,2016,44,616200,red,orange,Upper middle income
China,Suizhou,88,2016,56,416458,darkred,red,Upper middle income
China,Suqian,119.6306306,2016,56,1049812,darkred,darkred,Upper middle income
China,Suzhou,72,2016,46,923274,red,red,Upper middle income
China,Taian,112.266,2016,63.066,1123541,darkred,darkred,Upper middle income
China,Taiyuan,125,2016,66,3481810,darkred,darkred,Upper middle income
China,Taizhou(Jiangsu Province),87,2016,51,4618937,darkred,red,Upper middle income
China,Taizhou(Zhejiang Province),76.90540541,2016,36,5968838,red,red,Upper middle income
China,Tangshan,127,2016,74,2743252,darkred,darkred,Upper middle income
China,Tianjin,103,2016,69,11210329,darkred,darkred,Upper middle income
China,Tianshui,80,2016,42,643951,red,red,Upper middle income
China,Tieling,83,2016,48,396367,red,red,Upper middle income
China,Tongchuan,104,2016,59,500833,darkred,darkred,Upper middle income
China,Tonghua,76,2016,42,521219,red,red,Upper middle income
China,Tongling,77.8,2016,50.9,489803,darkred,red,Upper middle income
China,Tongren,50,2016,25,206147,orange,darkred,Upper middle income
China,Urumqi,115,2016,74,3498591,darkred,darkred,Upper middle income
China,Weinan,139,2016,76,347484,darkred,darkred,Upper middle income
China,Weihai,63,2016,35,845156,darkorange,orange,Upper middle income
China,Wenzhou,81.17792793,2016,38,3207846,red,red,Upper middle income
China,Wuhai,111,2016,46,559346,red,darkred,Upper middle income
China,Wuhan,92,2016,57,7905572,darkred,red,Upper middle income
China,Wuhu,75,2016,53,1424491,darkred,red,Upper middle income
China,Wuwei,97,2016,39,361848,red,red,Upper middle income
China,Wuxi,82,2016,53,3049042,darkred,red,Upper middle income
China,Wuzhong,98,2016,48,232134,red,red,Upper middle income
China,Xian,137,2016,71,6043700,darkred,darkred,Upper middle income
China,Xining,113,2016,49,1153417,red,darkred,Upper middle income
China,Xiamen,47,2016,28,4430081,darkorange,darkred,Upper middle income
China,Xiangtan,85,2016,51,1009562,darkred,red,Upper middle income
China,Xiangxi,78,2016,44,2634500,red,red,Upper middle income
China,Xiangyang,93,2016,64,1533332,darkred,red,Upper middle income
China,Xianning,77,2016,48,344475,red,red,Upper middle income
China,Xianyang,149,2016,82,679696,darkred,darkred,Upper middle income
China,Xiaogan,78,2016,45,670573,red,red,Upper middle income
China,Xingtai,185.8547297,2016,87,741757,darkred,darkred,Upper middle income
China,Xinxiang,144,2016,84,990826,darkred,darkred,Upper middle income
China,Xinyang,96,2016,58,701489,darkred,red,Upper middle income
China,Xinzhou,103,2016,56,321417,darkred,darkred,Upper middle income
China,Xuancheng,68,2016,51,380170,darkred,orange,Upper middle income
China,Xuchang,122,2016,68,516044,darkred,darkred,Upper middle income
China,Xuzhou,118,2016,60,1917791,darkred,darkred,Upper middle income
China,Yaan,68,2016,42,261071,red,orange,Upper middle income
China,Yanbian,49,2016,31,270816,darkorange,darkred,Upper middle income
China,Yancheng,91.85923423,2016,43,1435817,red,red,Upper middle income
China,Yangjiang,44,2016,31,542177,darkorange,darkred,Upper middle income
China,Yangzhou,87,2016,51,1765449,darkred,red,Upper middle income
China,Yantai,76,2016,39,2114415,red,red,Upper middle income
China,Yichang,97,2016,62,1263722,darkred,red,Upper middle income
China,Yinchuan,117.2807432,2016,54.9,1596395,darkred,darkred,Upper middle income
China,Yingkou,73,2016,44,1025941,red,red,Upper middle income
China,Yingtan,59,2016,41,191893,red,orange,Upper middle income
China,Yiyang,82,2016,44,472039,red,red,Upper middle income
China,Yongzhou,70,2016,45,648820,red,orange,Upper middle income
China,Yueyang,72,2016,49,961629,red,red,Upper middle income
China,Yunfu,51,2016,34,242040,darkorange,orange,Upper middle income
China,Yushu,40,2016,17,314438,orange,darkred,Upper middle income
China,Zaozhuang,141,2016,81,1028183,darkred,darkred,Upper middle income
China,Zhangjiajie,72,2016,48,250489,red,red,Upper middle income
China,Zhangjiakou,68.36036036,2016,32,983441,darkorange,orange,Upper middle income
China,Zhangye,90,2016,38,419230,red,red,Upper middle income
China,Zhangzhou,65,2016,33,726117,darkorange,orange,Upper middle income
China,Zhanjiang,39,2016,26,1149050,darkorange,darkred,Upper middle income
China,Zhaoqing,55,2016,37,626111,red,orange,Upper middle income
China,Zhaoyang,69,2016,39,180617,red,orange,Upper middle income
China,Zhengzhou,143,2016,78,4387118,darkred,darkred,Upper middle income
China,Zhenjiang,80,2016,50,1049853,red,red,Upper middle income
China,Zhongshan,44,2016,30,3691360,darkorange,darkred,Upper middle income
China,Zhoukou,113,2016,68,543671,darkred,darkred,Upper middle income
China,Zhoushan,53.40653153,2016,25,590816,orange,orange,Upper middle income
China,Zhuhai,41,2016,26,1541900,darkorange,darkred,Upper middle income
China,Zhumadian,120,2016,68,560584,darkred,darkred,Upper middle income
China,Zhuzhou,83,2016,51,1083065,darkred,red,Upper middle income
